D.mojavensis,D.equinoxialis,invader6
D.phalerata,D.formosana,invader6
D.aldrichi,D.anceps,invader6
Z.africanus,Z.ornatus,invader6
D.kuntzei,D.immigrans,invader6
D.simulans,D.rufa,McClintock
Z.ornatus,Z.kolodkinae,mdg1
D.borealis,D.littoralis,mdg1
Z.kolodkinae,Z.tsacasi,mdg1
D.mauritiana,D.merina,mdg1
D.merina,D.melanogaster,mdg1
D.eugracilis,D.austrosaltans,mdg1
Z.gabonicus,Z.indianus,mdg1
D.lacicola,D.saltans,mdg1
Z.vittiger,Z.camerounensis,mdg1
Z.capensis,Z.davidi,mdg1
D.sechellia,D.merina,mdg1
D.melanogaster,D.merina,mdg1
H.histrioides,D.saltans,mdg1
C.costata,S.graminum,mdg3
D.sechellia,D.vallismaia,mdg3
D.melanogaster,D.teissieri,mdg3
S.graminum,D.pallidifrons,mdg3
C.fuscimana,D.sechellia,mdg3
Z.vittiger,Z.africanus,micropia
Z.davidi,Z.africanus,micropia
D.yakuba,D.eugracilis,micropia
D.prosaltans,D.pruinosa,micropia
D.colorata,L.clarofinis,micropia
D.bocqueti,Z.gabonicus,micropia
D.teissieri,Z.gabonicus,micropia
D.quadrilineata,D.serrata,micropia
D.serrata,D.quadrilineata,micropia
D.orena,D.biarmipes,micropia
L.clarofinis,D.colorata,micropia
Z.tuberculatus,D.sechellia,micropia
D.elegans,D.kuntzei,micropia
D.maculinotata,D.neotestacea,micropia
D.siamana,D.serrata,micropia
D.jambulina,D.kuntzei,micropia
D.rubida,D.eugracilis,micropia
Z.capensis,D.sechellia,micropia
D.falleni,D.littoralis,MLE
D.sturtevanti,D.tropicalis,MLE
D.funebris,D.quadrilineata,MLE
Z.africanus,D.ezoana,MLE
D.bipectinata,D.pseudoananassae,MLE
D.albomicans,D.pseudotakahashii,MLE
D.pseudotakahashii,D.albomicans,MLE
D.quinaria,C.fuscimana,MLE
D.kuntzei,D.pseudotakahashii,MLE
D.arawakana,D.tropicalis,MLE
D.birchii,D.kikkawai,MLE
D.formosana,D.quadrilineata,MLE
D.rufa,D.azteca,MLE
D.parabipectinata,D.malerkotliana,MLE
D.nasuta,D.gunungcola,MLE
D.tropicalis,D.sucinea,MLE
D.phalerata,D.gunungcola,MLE
D.paramelanica,S.hsui,MLE
Z.capensis,Z.inermis,opus
Z.gabonicus,Z.indianus,opus
